	Tweets	date	polarity
0	"b""A beautiful summary of what happened, when\nCraig revealing his self to the world,\nremoval of the mask... a timeline.\n\nCriminals didn't like what they saw,\nan honest man\nbuilding a lawful system\nthat calls out (their) corruption.\n\nThank you @Bitcoin_Beyond\n\nhttps://coingeek.com/who-is-satoshi-nakamoto/amp/?__twitter_impression=true \xe2\x80\xa6"""	2019-12-26	0.48333333333333334
1	b'Excellent interview with @aantonop on @CitizenBitcoin.\n\nA main takeaway from the discussion is:\n\n\xe2\x80\x9cIn a time of universal deceit, telling the truth is a revolutionary act.\xe2\x80\x9d - Orwell\n\nBitcoin is only revolutionary because we have strayed so far from the sound money path. '	2019-12-26	0.27777777777777785
2	b'1/  @aantonop and I talk about the early PC/Internet era, money as a system of control and how bitcoin fixes this, decentralization vs centralization tradeoffs and we dive into base layer and lightning\xe2\x80\xa6'	2019-12-26	-0.35000000000000003
3	"b""$BTC - Reopened my Bitcoin short here. I'm going to take most of my profit around the 12H Block. \n\nGiven the strong rejection, I believe Bitcoin will dump through the Range Low with little to no Support. \n\n#Bitcoin """	2019-12-26	0.14916666666666667
4	"b""Bitcoin closing near the $7k area were my thoughts 12 months ago in my first video.\n\nIf #bitcoin bull narrative remains true (which I believe), we should see $BTC begin turn higher over next 2 months.  Then a solid steady climb towards ATH's by the end of 2020.  Exceed in 2021."""	2019-12-26	0.15952380952380954
5	"b'YouTube admits bitcoin ban was a mistake\n\n+ Incident highlights ever-present risk of centralized platforms deplatforming users \n\n+ Strengthens argument for ""protocols, not platforms"" as decentralized social media alternatives '"	2019-12-26	0.03333333333333333
6	b'Fun thought: Bitcoin Dash.\n\nA blockchain merger between Bitcoin Cash and Dash.\n\nTwo chains competing for the same market (payments). Bitcoin Cash has the better brand, and Dash has the better tech.\n\nThe two combined would form a payments superchain called Bitcoin Dash.\n\nThoughts?'	2019-12-26	0.325
7	b'Daily news and #Bitcoin market update is up \n\nTopics:\nIs this the end of crypto @YouTube censorship?\nSand Dollar Project \n\nWatch and Subscribe here:\nhttps://youtu.be/qOwspu3PnKo '	2019-12-26	0.0
8	b'Imagine being in the Bitcoin and crypt0 world and not being absolutely bullish on bitcoin.'	2019-12-26	0.2
9	"b""FF @Jermeh21 - This guy's often got funny and interesting bitcoin and austro-libertarian insights. Give him a follow!"""	2019-12-26	0.4375
10	b'Follow everyone who Likes & Retweets this '	2019-12-26	0.0
