	Tweets	date	polarity
0	b'Getting rid of all my acr and Iggy and btc and bol. Doing big cashout between all my sites.  I have never had an upswing in my life like the past 2 months. Gonna vaca in the MTS this weekend then big stuff next week. Got to take care of #1.  <my sanity> ovr 75k+ '	2019-12-06	-0.0625
1	b'Top #XRP Weekly News\n\n- XRP gets adoption in $140Bn gaming industry\n\n- Catherine Coley confirmed XRP needs to be liquid enough to handle FX market daily volume $6T \n\n- 192,138.143 BTC was sent across the XRP Ledger\n\n- SBI Holdings considers paying shareholder dividends in XRP'	2019-12-06	0.225
2	b'A recent study from a Yale professor found that \xe2\x80\x9cBitcoin should occupy about 6% of every portfolio in order to achieve optimal construction. Even those who are strong #Bitcoin skeptics should maintain at least 4% $BTC allocation.\xe2\x80\x9d https://gryscl.co/2OCvagb '	2019-12-06	0.04444444444444443
3	b'I love how everyone just forgot that mayhem was mining bitcoin off your PCs'	2019-12-06	0.5
4	b' To celebrate our recent listings we have $10 worth of #RVN #1UP & #BOLT up for grabs!\n\nSimply Retweet, tag 3 friends and follow @FUDXcom to be in with a chance of winning\n\nGood Luck  \n\nhttp://Fudx.com \n\n#blockchain #cryptocurrencies #crypto #fintech #BTC '	2019-12-06	0.315
5	b'Wall Street Vets Bringing BTC, ETH, and XRP to New Derivatives Exchange #BTC #ETH #XRP #WallStreet \xe2\x81\xa6@AndrewNation13\xe2\x81\xa9 \xe2\x81\xa6@XrpCarolina\xe2\x81\xa9'	2019-12-06	0.13636363636363635
6	b'4% of my networth is in Tezos.\nHave been holding since ICO.\nSmall amount but I have a good feeling that that this is gonna be my ETH in the next bull run.\nThe resilience of the price during the BTC dump is telling enough.'	2019-12-06	0.11249999999999999
7	b'Translation: Buy bitcoin '	2019-12-06	0.0
8	b'#Bitcoin $BTC \n\nFirst real break-out of downtrend since Oct 27, 2019 \n\nAre you guys grabbing the gravity of this? '	2019-12-06	0.225
9	b'In 2010 a dude sold 10,000 Bitcoin for two pizzas.\n\n10,000 BTC = $75 million dollars right now.\n\nThere are people selling or that have sold in 2018/2019 that will have similar consequences by 2029 ...if not worse\n\nThousands of BTC pizza guys are roaming the earth right now'	2019-12-06	0.19285714285714284
10	b'I am giving away 1000 #TRX to each person that completes the steps below..\n\nFollow Like & Retweet \nTag 5 friends \nJoin Telegram http://t.me/AirdropInvestigator \xe2\x80\xa6\nComment  \xe2\x80\x9cDONE\xe2\x80\x9d \n \n#btc #eth #ico #airdrops #xrp #trx'	2019-12-06	0.0
11	b'Whether Bitcoin succeeds as money is not nearly as important as whether it gets people thinking about what money really is.'	2019-12-06	0.2333333333333333
12	b'Brazil\xe2\x80\x99s tax authority fines those who fail to declare Bitcoin and crypto '	2019-12-06	-0.5
13	b'Main difference is, Berkshire Hathaway is not an alternative to the current monetary system. It Is just a company, or a basket of dollar earning companies and assets.\n\nBitcoin is a whole different beast, millennials are betting *against* the dollar and central banking. '	2019-12-06	0.07333333333333333
14	b'This is fascinating. Basically millennial make the exact same investments as Boomers, with the one exception that you have to swap Berkshire Hathaway for Bitcoin. https://twitter.com/jeffjohnroberts/status/1203005725670285313 \xe2\x80\xa6'	2019-12-06	0.31666666666666665
15	b'Popping bottles!!\n\n#bitcoin #cryptocurrency #blockchain #justthestart'	2019-12-06	0.0
16	b'An map of industrial bitcoin miners in North America: http://bit.ly/2OLUGB6  via @willms_'	2019-12-06	0.0
17	"b""Dr. Craig signs on the White Paper for his Chinese supporters. Isn't he so nice?\n\n He is only  furious to those who destroied Bitcoin! pic.twitter.com/QPVU2AGAMf"""	2019-12-06	0.15
18	b'Listing complete\n\n\xe2\x96\xa0Date\xe2\x96\xa0Nov.22 2019 12UTC.(PM9 JST)\n\xe2\x96\xa0Pair\xe2\x96\xa0BTC/ETH/USD/JPY/RUB\nfeature\n\nReference for new registration\xe2\x86\x93\nhttps://ameblo.jp/takasunege/entry-12545734098.html \xe2\x80\xa6\n\n\xe3\x80\x90CREX24\xe3\x80\x91\nhttps://crex24.com/?refid=2t79vdhe18qaa6drdvuj \xe2\x80\xa6\n\n#CREX #EVERYPROJECT'	2019-12-06	0.11818181818181818
19	b'Bitcoin is a non-sovereign, hardcapped supply, global, immutable, decentralized, digital store of value. \n\nIt is an insurance policy against monetary and fiscal policy irresponsibility from central banks and governments globally.'	2019-12-06	0.0
20	"b""What y'all getting into tonight? \nI'm telling folks about #bitcoin!  """	2019-12-06	0.0
21	b'#CIRCUIT INITIAL LISTING WITHIN #COINMARKETCAP\n\nTRULY AMAZING reaching the initial listing process within the @CoinMarketCap  #CMC is a prestigious level of statistic tracking\n\nThank you to all $CRCT fanatics!\n\n#CRCT listing\nhttps://coinmarketcap.com/currencies/circuit \xe2\x80\xa6\n#Racing #Bitcoin #BTC '	2019-12-06	0.20000000000000004
22	"b""The ripple ponzi is reminding me of BTC end of january. Is Zarathustra's candle finally loading? """	2019-12-06	0.0
23	b'Would like to see another test or $7800 on the 4Hr #BTC \nThat would give us a nice, clean ascending triangle pattern\nRSI uptrend also look good here '	2019-12-06	0.5555555555555555
24	b'Just met a guy walking out of a gas station who had a TeeShirt that said \xe2\x80\x9cTime for plan B\xe2\x80\x9d it was like meeting a brother from another mother. #bitcoin'	2019-12-06	0.0
