	Tweets	date	polarity
0	b'$BTC #bitcoin! Wow, we get a Weekly close up and over the 50MA at $7,450, this may be the greatest come back in history!!\n\n$BTC for the win '	2019-12-22	0.47500000000000003
1	b'Props to @PeterSchiff for another excellent $BTC #Bitcoin bottom call\n\nhttps://twitter.com/BigCheds/status/1207110702227431426?s=20 \xe2\x80\xa6'	2019-12-22	1.0
2	b'Ethereum is a sidechain to Bitcoin, but Bitcoin is not a sidechain to Ethereum. Experiment on/with Ethereum, while Bitcoin remains conservative. Bitcoin prioritizes value preservation, security, and continuity over experimentation. Ethereum does the opposite. Both are needed. '	2019-12-22	0.0
3	"b""That's what a sidechain is. You peg assets into the sidechain. WBTC makes Ethereum a sidechain, with Bitcoin living inside of it. If you're willing to take the risks of Ethereum, you can use WBTC today. If not, you can peg-out to Bitcoin, as long as Ethereum isn't totally broken."""	2019-12-22	-0.06666666666666667
4	b'Public Service Announcement: #Bitcoin will reach $250,000 per unit in the next decade ...\n\n#Bullish \n\n$BTC '	2019-12-22	0.0
5	"b""Let's see if #bitcoin can begin to climb a wall of worry over the next few months."""	2019-12-22	-0.1
6	b'Nobody should be surprised by this. Bitpay literally pivoted away from Bitcoin years ago.\n\nVote with your wallet by frequenting only pro-Bitcoin services. '	2019-12-22	0.05
7	"b'@BitcoinAverage I love your API data service but you guys gotta fix your shit. Dump bitpay and install btcpayserver, it\'s embarrassing that a service called ""bitcoinaverage"" can\'t even accept Bitcoin for payment '"	2019-12-22	0.15
8	b'All I want for Christmas is for #bitcoin to pump so fucking hard it melts faces'	2019-12-22	-0.2916666666666667
9	b'$BTC - quick video update on the Daily and Weekly #bitcoin chart...\nCurrently backtesting an area of historic support now acting as resistance \nMA50 support daily but MA50 resistance weekly \n\n#CryptoChristmas #cryptocurrency #Crypto \nhttp://FluxTradingGroup.com '	2019-12-22	0.05555555555555555
10	b'Bitcoiners, if you aren\xe2\x80\x99t familiar with Austrian Business Cycle Theory, it\xe2\x80\x99s one of the most critical concepts for understanding why Bitcoin matters. A few sources: \nhttps://youtu.be/9a-eUKjnDfM \nhttps://youtu.be/e_fgjejIrQA \nhttps://youtu.be/ahxzBh90A20 '	2019-12-22	0.16875
11	b'Only 375 Days Left for McAfee\xe2\x80\x99s $1M Bitcoin Price Wager https://ift.tt/2sQPUcW '	2019-12-22	0.0
12	b'My vote for 2019 most cringeworthy crypto topic goes to #governance. If you uttered this word out loud then I have news for you - you are the problem that bitcoin solves.'	2019-12-22	0.3
